user_id;quantity_total;number_order;avg_quant_for_order;ratio_reordered;max_quant_for_order;stdev_quant_for_order;recipes_1;recipes_2;recipes_3;recipes_4;recipes_5;recipes_6;recipes_7;recipes_8;recipes_9;recipes_10;recipes_11;recipes_12;recipes_13;recipes_14;recipes_15;recipes_16;recipes_17;recipes_18;recipes_19;recipes_20
100413;307;35;8.771428571428572;0.5643564356435643;21;5.7090522252756078;7883;27923;8248;43861;26023;28857;234;15894;15213;21855;19886;29654;29467;18544;42289;34472;16956;910;26388;21506
100414;238;41;5.804878048780488;0.5869565217391305;26;4.9255431791586294;33296;16029;20712;20167;19553;17277;2992;44449;34537;2468;26891;3311;29439;283;30248;33462;25023;8597;42427;9074
100508;280;33;8.484848484848484;0.5894736842105263;19;3.7259328707822632;7167;8248;33209;7883;26891;30719;12727;26023;32977;44449;28950;26885;20167;42288;41105;39880;31851;30086;31869;24568
100549;639;54;11.833333333333334;0.625;26;4.9896118501436902;16246;12488;40864;14634;48217;24486;32719;38214;24746;33171;47357;40112;3314;5421;17866;48167;16468;33462;45912;18719
100553;263;49;5.36734693877551;0.5350877192982456;14;3.5455011255522846;26891;3314;5271;39037;33462;2992;5659;9446;28563;28950;683;1861;19553;21663;22543;26885;41105;29654;6336;34877
100660;504;38;13.263157894736842;0.6470588235294118;23;5.2126883167813670;2000;8248;7883;24132;43196;22631;11554;25498;4880;19843;11594;40864;17866;9288;14457;25927;29988;6882;41693;2217
100714;285;23;12.391304347826088;0.5365853658536586;23;4.9976278958101950;17866;21446;234;683;21855;5659;16945;22631;7043;48165;48217;43473;6649;38125;18719;15410;5840;42853;48774;14709
100787;1066;79;13.49367088607595;0.7755102040816326;24;4.4516589178714702;35957;24132;31073;6053;8248;4880;48217;47161;5659;40801;30146;38558;16920;49280;17866;21363;18115;29174;39092;21493
100816;542;70;7.742857142857143;0.6146788990825688;18;4.3528625073945965;1822;34406;25383;59;3314;33462;5659;34845;43153;234;16797;44652;20774;21855;27448;29467;16243;1133;4646;18544
100833;342;61;5.60655737704918;0.6185567010309279;13;2.6725686054467661;23161;19995;24486;27923;38307;3629;30013;49607;46141;25282;4503;25047;41372;22078;16797;21959;1861;20774;17696;14090
100875;418;44;9.5;0.6320754716981132;25;5.7445626465380287;8248;2000;48483;32412;49364;7711;28950;35116;46141;25047;39023;18544;15741;42973;29467;44298;11399;37182;34472;14742
100879;247;19;13;0.5494505494505495;19;3.2829526005987016;47357;8491;24486;27134;48217;13509;9791;37532;33190;29071;2453;7043;31073;10265;30354;8248;23161;12488;33711;38214
100975;220;10;22;0.5288461538461539;26;3.7118429085533480;44449;3314;2000;2468;30074;31894;30592;16797;28950;11946;29439;32492;20831;30086;12666;25383;9870;9465;9213;8532
100982;1077;79;13.632911392405063;0.8068965517241379;23;3.8369900569556134;8248;6053;31073;24132;17866;12223;13562;48217;2634;4880;25047;38558;23831;40801;14634;30146;47161;5659;49280;7289
100990;395;48;8.229166666666666;0.5869565217391305;24;5.5820364747709916;21014;30592;30976;46141;32412;19284;25383;39943;42309;35944;17696;9870;47357;2530;20310;44820;17866;1434;48690;40814
101094;616;56;11;0.6530612244897959;19;3.5265228818715520;991;40864;38307;11594;16797;2000;32582;37182;24486;32412;23983;23161;31851;11399;11554;30086;38588;28728;28242;27923
101097;290;26;11.153846153846153;0.6304347826086957;25;5.8493918158544154;30592;25780;2000;25383;24380;41383;2468;44449;30976;22543;20712;8532;13788;25446;11399;13944;34524;12666;38141;13688
101141;304;39;7.794871794871795;0.5726495726495726;25;6.9856224044724709;19553;13424;16797;14847;44449;39176;9870;32492;8248;45286;9465;40320;47357;3314;26029;20831;25023;16029;15162;6892
101161;271;53;5.113207547169812;0.4492753623188406;15;3.6567134117027219;11946;19143;23161;3314;28242;48362;33914;16045;16797;33880;35749;44449;19553;13509;31506;426;45444;455;20774;17798
101198;208;35;5.942857142857143;0.5108695652173914;18;3.2079208691177232;30592;41105;8248;8561;31073;27852;20712;455;15213;30013;31256;31451;26044;46712;12462;41883;16584;31851;31660;45724
101204;378;48;7.875;0.5257731958762887;17;3.9444277960558325;21014;23983;19284;20310;23161;16110;44820;46141;40033;8980;40232;39379;4263;38535;4914;45729;30976;16511;31948;14707
101220;286;27;10.592592592592593;0.6078431372549019;24;5.1906666183660787;2000;43450;25047;26885;18544;29467;17866;32400;30086;7167;4720;30074;6882;29322;28230;23161;40916;11554;27923;27134
101232;355;60;5.916666666666667;0.6458333333333334;21;3.1851970466501285;35749;25780;11946;17798;455;37250;44449;42155;34795;29654;44686;43083;44729;8561;31073;9213;906;8886;2632;32024
101238;423;30;14.1;0.6574074074074074;23;3.8087920068867160;8248;47357;2000;25383;28242;21014;3314;31256;29290;30074;41383;24380;48590;6589;16679;25047;31833;34974;35749;44809
101279;294;26;11.307692307692308;0.4661016949152542;20;3.5073549095491408;7167;8248;11946;39880;33914;30074;48590;35749;42155;20712;30592;20167;16797;27448;44449;19553;2992;22854;46777;40540
101398;244;35;6.9714285714285715;0.5656565656565656;16;4.6303710579664975;11946;12899;30592;31869;32208;27134;12666;31366;33209;46039;9213;43861;22746;30719;14361;39123;5845;44449;34795;12895
101508;317;52;6.096153846153846;0.504950495049505;17;4.0354294442347374;28950;2497;45058;7167;9870;30074;45912;1861;39379;45535;16797;25282;12013;18544;46777;42309;30086;48217;32024;7883
101580;376;77;4.883116883116883;0.5252525252525253;17;2.8927041890992350;31326;25534;8248;42411;9393;46712;30592;4646;31366;48483;40115;43761;38057;36606;6882;39767;6663;27041;26891;34133
101597;471;60;7.85;0.6666666666666666;17;3.0131069611485806;2000;28242;8248;17866;6882;26885;30976;43153;16797;35516;20774;24031;21855;18544;37703;42288;29654;10127;40475;21014
101603;281;23;12.217391304347826;0.5806451612903226;20;3.6798779838854148;21855;16468;20774;28950;5608;16797;29654;43761;35957;39943;35944;15732;23983;5005;24486;27134;32492;38141;8051;42141
101690;339;27;12.555555555555555;0.5779816513761468;26;6.1101009266077867;17866;45286;8248;41383;43450;11554;24380;5986;5659;38634;4901;7289;8561;39943;38125;39501;8491;4497;38350;8051
101746;629;72;8.73611111111111;0.5760869565217391;24;4.3926733351950904;28950;42292;45724;15357;33263;40112;23161;27134;11399;9870;39880;2497;30806;7404;47282;15720;8248;20901;19014;6236
101779;255;74;3.445945945945946;0.5503875968992248;20;3.1628922601146136;28315;32412;531;43390;16797;1962;3629;5608;20774;28950;46141;21855;1861;17575;41105;24842;49065;8051;32024;15162
101893;228;33;6.909090909090909;0.4666666666666667;17;3.9950253156553680;31869;33296;32412;40074;37859;46141;42155;21855;28950;1861;3629;1874;19553;20774;17866;11802;31851;25418;31711;25383
101908;347;30;11.566666666666666;0.6076923076923076;28;6.3933334531899837;11554;5882;45939;8248;9870;7883;32412;1822;16468;33361;43450;45912;40917;39706;20774;1861;34845;16797;5608;3629
101955;335;19;17.63157894736842;0.6881720430107527;26;4.3743002782132605;21855;7883;31869;8248;7167;31851;15732;45912;43304;42155;30146;683;25047;5659;11594;43041;2497;41597;36909;25213
101959;351;36;9.75;0.673469387755102;27;6.8800955142871589;33445;2530;42309;28242;30128;9870;8248;43450;11594;21855;30013;4263;40864;24031;28950;5659;33340;29292;11554;19284
101997;425;40;10.625;0.6193548387096774;17;4.0171906244066279;8248;7883;9870;28950;19553;39379;16797;8886;32492;7167;31851;26044;5882;27134;39880;33047;31869;47357;14457;17866
102001;358;46;7.782608695652174;0.5478260869565217;14;3.2104900524392836;30976;25444;31660;31073;45058;47159;21014;43536;22206;44992;7919;10039;1731;17866;24842;45978;6641;6126;16943;16797
1021;341;26;13.115384615384615;0.5555555555555556;28;6.3644445041302580;8248;21855;28315;2000;30086;34406;25383;27923;11703;21014;34877;7883;45058;42973;41348;48483;7043;45724;5568;2468
102133;343;42;8.166666666666666;0.5370370370370371;19;4.1373767267269473;47357;8248;24486;28242;30086;16945;15277;5659;25047;16797;16231;21855;15894;24031;27594;27287;30465;29864;36909;11946
102254;432;79;5.468354430379747;0.5662650602409639;12;2.5411255483064510;8248;21855;46141;7883;45003;5005;9393;31326;31073;2000;1864;17866;11554;16029;30074;33436;3702;45197;3311;29290
102282;943;39;24.17948717948718;0.6583850931677019;32;6.7037766059681647;7883;726;42155;27754;25047;14634;23811;45724;8248;45003;48483;37703;44336;9870;22938;24486;30086;26917;1822;30510
102345;399;76;5.25;0.5945945945945946;14;2.9490111336966272;17657;28950;26400;31073;38588;23983;7883;35233;26917;33403;40112;25573;48167;16468;45912;2572;32379;7209;31502;20774
10252;330;30;11;0.5959595959595959;31;4.9060131998641605;7883;8248;11554;43450;47913;25498;41062;25076;2992;11594;455;40864;6715;19553;15490;45318;12203;19843;47295;47586
102527;333;33;10.090909090909092;0.47101449275362317;19;3.6773261036692507;44449;7883;30074;30592;2000;30086;34537;25780;4345;4646;4060;44686;45140;8532;8491;7167;8248;22946;33219;23023
102573;358;40;8.95;0.5151515151515151;27;5.2767025445433006;3314;234;13509;36209;15720;40637;12462;8561;25383;32031;27923;21014;33914;33462;33634;6123;48167;31281;48217;11589
102601;466;59;7.898305084745763;0.6363636363636364;16;3.5800930215916963;8248;30086;27134;45912;8634;44652;27448;16797;32387;39509;38125;3458;42141;29864;35459;43450;47357;30066;27923;31073
102665;343;41;8.365853658536585;0.5407407407407407;31;7.3306074017129563;30592;35749;41883;9213;8561;8248;5882;35459;30510;25383;35957;40112;30074;12070;43390;11180;19096;2468;2738;34276
102700;175;23;7.608695652173913;0.43023255813953487;18;4.8028318392266586;9870;16797;4636;34472;38350;38125;43450;31869;17946;24914;10940;22921;25213;4497;25433;11399;25927;16679;45058;19014
102776;265;22;12.045454545454545;0.48214285714285715;20;4.6030763287514241;10039;28242;9870;27134;8248;45286;8491;5882;6126;38254;43450;16468;2468;24031;1861;16797;39379;455;5659;44876
102872;643;42;15.30952380952381;0.676923076923077;25;5.0869900786609452;31851;2000;25383;27134;31869;7883;9465;7167;8051;8117;43450;30719;11554;30592;38558;11594;26885;25047;44449;28950
102915;311;56;5.553571428571429;0.5157894736842106;14;2.9475391452849295;30510;2000;15894;45576;5659;41105;29654;46777;23161;4720;8248;7883;33711;40112;44820;12070;19284;44995;38220;11554
102918;396;78;5.076923076923077;0.5384615384615384;17;3.2102483246151388;11946;12666;19143;32412;27134;23983;33296;27923;40074;6882;30074;11554;47913;44449;4503;46141;4914;39379;3629;25282
10293;483;78;6.1923076923076925;0.5636363636363636;25;3.8982436681541210;7883;11399;12666;2000;11946;25827;35612;12825;28950;5659;8910;20774;16797;11168;8316;46777;34133;44130;30074;36606
103009;196;26;7.538461538461538;0.41414141414141414;21;5.5297795198779434;2000;8248;9870;42973;23161;47357;15741;22631;22543;46094;8910;27754;28315;9791;14707;15277;1294;39880;34406;18714
103027;512;49;10.448979591836734;0.593103448275862;22;3.9898894329385658;44449;8248;38254;30592;22997;24031;44876;2468;19652;25780;10265;32582;12666;11946;34406;27041;2000;29473;25433;35957
103036;559;62;9.016129032258064;0.6761904761904762;22;5.2837267507433008;21855;30510;40074;33296;9870;21014;32412;46141;41372;1861;28950;40232;15741;39880;37182;24486;24492;816;8117;48122
103111;512;42;12.19047619047619;0.6853146853146853;25;6.1336262112570309;8248;19843;30592;2468;25383;31073;8491;25433;30087;45286;5005;8541;27923;7883;19522;9870;24486;32582;21014;17866
103141;485;40;12.125;0.6;23;4.4789393204080624;7883;5659;45444;5608;16198;16797;27134;11554;11841;24486;16468;12727;14226;16045;26023;20723;38125;19096;26388;34472
103142;358;62;5.774193548387097;0.6;17;3.2764402656517216;16029;33450;13328;39597;38488;3801;31073;11946;6892;11672;33436;33600;32061;39048;25431;32013;44449;31506;23831;20167
103172;389;39;9.974358974358974;0.5842696629213483;21;4.2083074450373531;28950;11399;12462;21746;29128;27448;45444;8910;30976;35612;5565;3862;32582;334;48483;6882;30510;5882;9294;44289
103218;332;39;8.512820512820513;0.5471698113207547;19;4.5007121943543842;234;13509;25383;16246;25213;27923;3314;39181;8491;48167;22543;45444;5659;5608;14634;39880;48331;41105;15741;33462
103255;505;67;7.537313432835821;0.6495726495726496;21;4.6198791739708466;30074;31256;19143;30510;31418;9213;991;4345;20750;31326;11662;25383;9393;39052;11672;12666;43861;2000;31869;7167
103299;449;59;7.610169491525424;0.6886792452830188;16;3.5816435697082555;8248;28950;234;27923;28242;31073;15357;12462;31869;7883;7167;48483;48167;27852;25498;30840;455;12895;25047;16797
103318;390;29;13.448275862068966;0.6043956043956044;30;5.5651094643100862;2530;19014;35749;30146;21855;10835;2183;47357;3376;18158;42309;27693;3458;5874;10265;17826;40112;17574;12216;35459
103326;432;35;12.342857142857143;0.6293103448275862;21;4.6078121460308301;21855;7883;41383;30074;35749;33751;8532;16492;19121;18803;16606;29439;17411;11946;25927;16029;17158;23983;24380;20750
103349;433;42;10.30952380952381;0.6701030927835051;19;3.5371760490337916;28242;24031;33296;31851;27134;7167;42309;7883;23161;40074;44913;11594;34845;20774;15213;4263;46000;30013;12730;46141
103419;424;62;6.838709677419355;0.6190476190476191;27;6.1088314151393421;8248;11554;46141;32412;48483;43450;28751;5659;4914;47161;49607;4503;3629;21959;33445;18446;6579;24132;18544;5017
103634;849;50;16.98;0.7122302158273381;32;7.5956217248988316;36209;46141;38043;9870;3801;45786;8248;45058;3378;33296;40074;8491;7883;21014;30086;20452;2000;19073;23161;32412
103669;526;39;13.487179487179487;0.6826923076923077;25;6.5207030411717952;38588;32412;25383;49364;2468;190;44449;30592;46141;38634;31711;30719;40074;14682;21014;31074;46039;59;25213;20249
103707;409;38;10.763157894736842;0.59375;20;3.7303301102117229;16584;39943;35944;28230;2632;8248;26891;25510;9525;32340;38210;17866;21747;29467;6195;43344;42288;29654;31256;25282
103716;341;32;10.65625;0.5851063829787234;28;7.1238326717774521;3314;12825;5608;2468;25383;5882;27288;41105;26956;18321;17242;21014;43593;37289;8248;4615;33462;17610;5109;22482
103742;400;62;6.451612903225806;0.6633663366336634;16;4.2025652562388049;47357;48483;32582;25383;8248;33462;1418;12727;17657;46094;30592;16637;48118;28315;42292;26400;234;10424;42973;29654
103776;179;21;8.523809523809524;0.4838709677419355;22;5.0854601327613180;28950;27134;11399;39501;49607;8462;35624;11898;31506;16797;35612;31073;2572;20034;15357;15720;10039;21158;10949;23983
10378;402;34;11.823529411764707;0.5833333333333334;26;5.3793690529837831;8248;36443;8561;45003;27257;17866;45636;38125;11554;7043;25498;48217;45737;21855;4636;39672;5659;47161;455;1962
103834;294;24;12.25;0.591304347826087;27;5.9068861803683070;8248;8561;8491;31073;43450;11554;1874;2630;28950;25047;30976;5659;44449;22854;18544;3118;12013;10459;13382;11638
10385;713;37;19.27027027027027;0.7127659574468085;39;9.1367653182338267;28242;24486;24031;25047;14634;44876;38307;455;38634;40864;48217;25498;2468;2000;25383;3314;23161;3468;30086;16103
103938;401;23;17.434782608695652;0.5472972972972973;33;5.9911001187103414;7883;21855;7167;48483;33047;4345;47282;8248;11946;35707;46712;2000;23983;3213;39092;8634;6882;25498;19096;12727
103949;574;54;10.62962962962963;0.6632653061224489;23;6.2080176287689068;2000;11594;30592;25383;9933;41597;34406;25433;2217;11554;31019;991;2468;7043;28455;26885;20712;3030;40193;15894
103951;313;53;5.90566037735849;0.5531914893617021;15;3.5315291465889882;35944;22543;25047;19553;40864;29467;15357;35282;2000;38254;25927;3311;25433;2217;25383;25498;23983;2468;24486;21014
10396;393;36;10.916666666666666;0.6391752577319587;25;6.1149699216641404;21855;8491;30086;5005;26388;11594;10400;20774;12895;30592;44449;43153;40864;25282;35719;455;29467;33403;31281;42658
103990;324;47;6.8936170212765955;0.7127659574468085;15;3.3701634752840641;33436;35944;8248;31073;33600;48690;6268;32117;40698;15894;21855;48009;41348;36229;39651;8561;32461;32226;41653;39597
104004;263;28;9.392857142857142;0.5841584158415841;24;6.3615703029658267;27134;26891;31851;46748;22746;19014;37580;6882;37939;14361;11554;48217;7043;25498;23842;39379;47161;35736;39706;10420
104042;298;61;4.885245901639344;0.5434782608695652;11;2.4772186059889675;27923;30976;28950;21014;47159;24661;31869;30510;7919;33263;35944;15357;11399;41440;35612;34921;44246;40232;8910;36856
104074;196;16;12.25;0.6049382716049383;22;6.0608030271023767;16956;234;38626;5659;46141;10459;2453;32412;27594;31281;37859;14709;26029;11614;31161;16606;2313;3314;35282;10039
104082;234;30;7.8;0.48514851485148514;17;3.9251619777690879;27923;21014;31281;683;1861;26885;28950;25047;40232;234;21855;16797;22298;15741;40112;2000;48388;3914;16945;7499
104141;338;70;4.828571428571428;0.47058823529411764;14;3.0263165948897640;21855;28950;33296;9294;33263;15357;25383;1861;16797;16231;19553;44449;9478;9780;30976;26885;29467;42953;41105;39509
104156;450;58;7.758620689655173;0.6896551724137931;15;3.6288819254748580;31073;39379;35719;6268;32117;27387;18649;15894;234;29467;42289;44775;23639;41883;16956;23480;44015;23984;8248;11662
104165;177;22;8.045454545454545;0.4838709677419355;18;3.7982110165717394;44449;3314;8248;9791;35749;17798;38634;48217;8561;30087;48483;27134;5882;26956;8491;7883;26388;43390;33462;23660
104168;247;17;14.529411764705882;0.5420560747663551;23;6.0427399317158223;6715;24486;16468;41883;48217;45444;39379;5659;455;4793;9791;26885;25282;1240;21855;16198;29654;25144;18544;17866
104184;292;26;11.23076923076923;0.4842105263157895;21;4.9582875455761321;30592;47357;25383;7883;9870;38588;20424;17946;48217;19843;4793;22543;36301;17669;6715;16198;15741;5362;10424;47586
104256;481;40;12.025;0.5266666666666666;21;5.0407951143262493;16468;9870;683;28950;26885;33445;15277;18649;5608;42289;29654;10424;7728;5874;42141;36257;16679;28253;31869;26421
104273;285;43;6.627906976744186;0.5350877192982456;15;3.3807808045307373;7883;13509;31869;17696;3314;21014;28242;7167;43390;33462;31281;16679;8685;37859;9791;45325;41970;5608;49607;46747
104288;420;52;8.076923076923077;0.5472972972972973;21;4.2419296101534063;39379;25383;43473;16468;41883;991;15894;234;5608;29017;28529;24841;29654;38588;9870;12488;334;8541;24746;41921
10429;348;60;5.8;0.6808510638297872;20;5.0482418486748299;28950;8248;8561;18446;21014;32412;27552;47159;7919;26891;27923;9870;25383;2000;11399;11672;2572;27147;33462;41383
104294;195;15;13;0.40384615384615385;22;4.2088342464732101;8561;28950;33263;31073;12462;27923;11399;8248;7919;47159;46948;47279;4325;44449;4914;22997;35749;12895;33450;35612
104338;237;32;7.40625;0.5321100917431193;15;4.2263335364462567;46141;33296;40074;8248;43416;19121;16029;28027;30074;43390;6268;30592;17866;10459;48590;26421;33600;33436;6702;3039
104339;389;74;5.256756756756757;0.6346153846153846;22;3.9519747476136078;26917;37627;33361;45912;45862;3629;1962;1837;21826;15357;19495;10119;15162;24626;13054;46047;39872;2572;816;7883
104392;352;54;6.518518518518518;0.5192307692307693;25;6.2366559155596003;45444;28950;15357;16831;24606;25723;12013;12462;32412;44130;45257;32492;36209;8824;11375;44963;11399;1889;35944;27134
104481;351;29;12.10344827586207;0.5932203389830508;22;3.4676549052453188;11946;25383;13175;31326;4286;21014;8491;9393;44729;30074;45912;40556;42292;22078;9446;30013;5659;26885;21663;41048
104484;304;36;8.444444444444445;0.5376344086021505;18;3.7905479773053880;9870;17866;43450;5608;22543;29467;31851;25433;15732;24492;27594;31869;15357;21560;27923;25683;3098;21014;24380;15720
104572;260;63;4.126984126984127;0.48760330578512395;16;3.1698787169841601;7883;30976;8491;27134;24486;45286;43450;26388;12066;2468;11594;44876;3629;44449;4793;25047;16797;40864;5608;19375
10463;504;74;6.8108108108108105;0.696078431372549;18;3.7587365834071386;44449;46141;47282;33296;39509;6882;25573;40801;22078;30976;48941;36958;49607;29128;28950;20019;190;4438;45194;5608
104649;360;35;10.285714285714286;0.5510204081632653;20;3.9894819696991515;30592;31073;15741;5467;45058;8248;43450;33436;37859;39379;15213;25282;5659;5608;40864;8462;14068;10546;17574;30279
104672;418;31;13.483870967741936;0.5645161290322581;25;5.3905532662361321;45444;30592;25498;12462;7883;8248;30086;4646;5882;8561;17866;31161;11554;23660;2468;39501;27852;11180;318;44876
104675;249;40;6.225;0.5346534653465347;16;3.4677081768799404;14361;22746;234;13509;8248;36443;25780;8541;24486;31894;31281;26388;48167;33361;910;27852;190;30592;17798;47161
104680;319;22;14.5;0.5943396226415094;30;7.6079532320429245;30086;11554;39379;25282;45058;14457;29784;38254;32024;26421;16468;2520;42614;31711;18719;32582;10265;15357;12462;20299
104688;261;37;7.054054054054054;0.5775862068965517;13;3.0271543838502297;10039;4646;43794;45058;35290;43536;8491;45786;12488;41921;7883;19053;34232;45636;27605;24568;44152;6641;16468;21045
104698;609;70;8.7;0.5986842105263158;24;5.2732576626608712;44449;35749;8248;44876;6086;28315;14634;25047;26023;25023;26029;39872;7883;32412;3314;31073;40074;30086;34768;35459
104701;232;26;8.923076923076923;0.5789473684210527;22;4.9390126699418532;8248;25383;30510;21014;43390;43450;30074;40232;25047;1874;13424;44449;4263;8910;41105;34537;1018;39477;10459;35282
104739;132;16;8.25;0.3953488372093023;17;4.6833036772489282;7883;28242;47357;6882;20774;46945;5659;24031;24132;18544;12013;8248;47120;49175;24914;19014;25951;4497;921;27134
104746;479;54;8.87037037037037;0.5867768595041323;26;6.1277170986730182;23161;24486;26917;8248;40112;38254;6882;45912;19014;30013;30146;28315;10868;27754;25076;35749;46141;9791;42292;39706
10476;389;32;12.15625;0.66;21;5.4305549826288324;2000;7883;2468;27923;7167;25383;8532;8248;45912;15162;37859;47913;190;19553;45318;3629;30976;39379;45194;21959
104844;339;33;10.272727272727273;0.6;19;3.1451622302427350;9393;26891;31326;2000;8248;24031;19553;44449;2992;39509;38057;34406;3311;28027;2313;36610;25383;34472;16606;25023
104982;561;45;12.466666666666667;0.6906474820143885;29;6.0437796722971898;17866;10039;2000;23161;9870;8248;8491;8634;38141;28027;25282;11898;28950;13509;21663;20774;16797;44876;45535;40801
10502;585;78;7.5;0.6964285714285714;20;3.6600688376182074;25383;31366;21014;8248;2000;31851;27134;3311;43450;40368;7043;190;20712;46141;16797;25282;19553;26885;20774;49607
105152;323;48;6.729166666666667;0.5865384615384616;17;3.7572034832018876;16797;7883;3314;27923;28242;19143;9870;25383;12666;11946;30074;23023;43450;15506;334;4503;9890;30483;5659;26400
105168;434;74;5.864864864864865;0.5666666666666667;18;3.8225155753710267;33403;7883;43390;35749;39379;21855;30146;30592;27134;26917;27923;10265;28242;31869;24486;23161;2000;35957;36209;40112
105177;384;55;6.9818181818181815;0.6074766355140186;15;3.5407203132555297;44449;42155;40686;7167;9465;8248;9213;31851;11946;47357;43083;28242;25383;45869;7883;7499;4345;30719;33462;2313
10518;265;28;9.464285714285714;0.625;28;5.3987799915189540;8248;48483;30510;7167;7883;21746;45535;28315;36909;33209;21014;4345;33171;39872;34416;34877;41883;11703;2530;19096
105279;566;44;12.863636363636363;0.6486486486486487;27;6.0022899083402506;27134;7883;8248;45912;47004;683;6715;19790;1861;33751;25047;11594;18544;4646;545;726;17866;17507;3702;24914
105282;181;14;12.928571428571429;0.5568181818181818;21;5.1210618747750671;2000;44876;4646;21014;25383;10265;3314;42890;9321;991;39181;25023;19143;11841;7289;4967;27849;41105;27951;46141
105300;289;77;3.7532467532467533;0.5700934579439252;15;2.9565086279696626;21014;21855;27923;20310;2530;19284;25383;39052;40112;42309;44820;35944;30510;48167;33361;11020;7711;48774;5659;49607
105320;475;58;8.189655172413794;0.7171717171717171;31;5.4369008733908364;45444;8248;16246;3801;30086;2000;38254;48217;45724;45377;4793;29017;10400;16198;40866;6715;44449;9791;35707;29467
105455;500;49;10.204081632653061;0.6747967479674797;20;4.6814331487836727;10039;43536;36209;27923;45003;7883;23983;45610;29290;43450;14209;44152;28968;29174;25219;13005;40864;22996;4503;28950
105478;442;52;8.5;0.5185185185185185;15;2.9137941036441426;8248;47161;28751;33209;31281;31851;32024;27923;16956;27501;25319;33296;40344;9465;5005;35507;7167;7883;35459;21125
105501;610;38;16.05263157894737;0.7;30;5.3673052699280520;30976;15894;21959;46141;32412;27923;11946;5467;17696;5005;5017;8248;41105;2000;7883;59;21014;25383;8597;31073
105596;293;68;4.3088235294117645;0.5784313725490197;10;1.8708873538461334;7883;11554;5608;27448;455;21855;5659;20626;39880;17866;10265;2000;10491;11399;24626;26388;42266;43450;8248;40112
105649;523;47;11.127659574468085;0.7115384615384616;27;5.6553822816107079;3314;22746;14361;31281;234;40864;31506;30592;16797;44449;25498;2468;25213;28242;30086;2000;2497;25383;6053;47357
105700;333;37;9;0.660377358490566;21;6.4935865795927189;47357;25383;15720;8248;33263;21014;12462;33462;38141;38254;45724;21506;30592;46141;30976;28950;39379;48941;21663;5659
105723;223;26;8.576923076923077;0.4578313253012048;18;3.7965571448150433;8910;30074;29864;33462;40540;40686;40235;3314;334;40320;31711;27923;29870;48483;5882;11399;10949;23161;21014;27314
105771;233;30;7.766666666666667;0.4948453608247423;21;4.8614126890579176;25023;8248;26029;21014;45003;379;43450;8717;19096;2468;28315;40864;42292;13424;35749;15277;8910;30995;4630;30976
105805;361;37;9.756756756756756;0.6326530612244898;15;3.3367100014285979;9465;44449;27448;8910;8117;5005;11399;47913;15776;31851;40686;9213;38141;36257;28242;2000;20831;30719;3314;7167
105836;269;44;6.113636363636363;0.6666666666666666;14;2.9900292375556517;14634;25047;30592;20249;3314;47607;14361;22746;8412;5874;48217;25498;19553;30976;40864;11100;37214;47004;48007;7289
105852;240;21;11.428571428571429;0.5887850467289719;22;5.4550108026605096;31869;7883;9870;17866;47913;27448;21746;16797;39379;8532;38857;8544;45058;26489;48165;15357;15384;59;1822;30510
